75,77,Bogna ,Kalinowska ,73090746888,345-64-6490, bogna.kalinowska@gmail.com ,Jagielloñnka ,64,5787059291135824
76,78,Balbina ,Kaminska ,65070763488,679-90-7336, balbina.kamiñska@gmail.com ,Jagodowa ,38,5069271068151616
77,45,Roza ,Krupa ,77062782742,238-14-6615, ró¿a.krupa@o2.pl ,Jakuba Bojko ,39,5172249604453211
78,3,Marcelina ,Kolodziej ,84032399541,693-26-8807, marcelina.ko³odziej@gmail.com ,Jana Brzechwy ,22,4462544339387326
79,22,Bogumila ,Sikora ,75013114222,646-63-7460, bogumi³a.sikora@wp.pl ,Jana Heweliusza ,64,5965850116818873
80,69,Elwira ,Przybylska ,99102337422,734-64-9200, elwira.przybylska@gmail.com ,Jana III Sobieskiego ,17,4867382686767548
81,59,Marcelina ,Marciniak ,85100931188,078-39-5275, marcelina.marciniak@gmail.com ,Jana Kasprowicza ,37,5283949453933942
82,15,Kornelia ,Szymczak ,98071364464,624-39-7044, kornelia.szymczak@wp.pl ,Jana Pawla II ,49,5244403381203844
83,24,Marta ,Glowacka ,73122689682,514-07-8909, marta.g³owacka@gmail.com ,Jana Stapinskiego ,41,4838091905461660
84,45,Klementyna ,Chmielewska ,62082419981,997-73-6254, klementyna.chmielewska@o2.pl ,Jana Wiktora ,74,5834413818963742
85,29,Stefania ,Zawadzka ,96101879582,611-04-1745, stefania.zawadzka@o2.pl ,Jaroslawa Iwaszkiewicza ,27,4317272150958978
86,84,Marcela ,Ostrowska ,69092116123,613-02-1911, marcela.ostrowska@gmail.com ,Jarzebinowa ,33,5598587141941974
87,63,Paulina ,Lewandowska ,61070359881,208-98-2617, paulina.lewandowska@wp.pl ,Jasinskiego ,81,5003389410746757
88,93,Roksana ,Urbanska ,84122897249,932-14-6221, roksana.urbañska@gmail.com ,Jasna ,51,4670849973851703
89,43,Teresa ,Adamska ,58022224586,470-78-2974, teresa.adamska@gmail.com ,Jastrzebia ,86,4099327445453641
90,27,Andzelika ,Pietrzak ,88022461364,661-56-9731, and¿elika.pietrzak@gmail.com ,Jasminowa ,38,4906137634891847
91,45,Ida ,Pietrzak ,74042799787,419-62-3255, ida.pietrzak@gmail.com ,Jesienna ,46,4888260817466047
92,38,Daniela ,B¹k ,98020774485,391-47-0667, daniela.b¹k@gmail.com ,Jezierskiego ,61,5674966663072680
93,91,Roksana ,Krajewska ,63061149923,748-99-4977, roksana.krajewska@gmail.com ,Jodlowa  ,55,5615311355994531
94,26,Marta ,Krajewska ,55072883947,221-18-3519, marta.krajewska@gmail.com ,Jozefa Stachowicza  ,83,4326047955334255
95,62,Martyna ,Gajewska ,66012597929,530-67-8645, martyna.gajewska@gmail.com ,Kalinowa ,48,4798298777554310
96,68,Katarzyna ,Blaszczyk ,61041089885,539-32-9816, katarzyna.b³aszczyk@gmail.com ,Kamienna ,1,5731307745601835
97,32,Matylda ,Przybylska ,95112092441,288-30-6767, matylda.przybylska@o2.pl ,Karola Lewakowskiego ,84,5026567566499312
98,32,Maria ,Witkowska ,96071758643,729-79-6661, maria.witkowska@gmail.com ,Karola Pollaka ,29,4056871281315217
99,99,Ada ,Wisniewska ,62033188724,165-00-7989, ada.wiœniewska@wp.pl ,Karpacka ,33,5142850389666278
100,79,Kinga ,Lewandowska  ,63031358827,414-24-4911, kinga.lewandowska@o2.pl ,Kasprzaka ,96,4552436291277663
