97,20,Bianka,B¹k,Kierowca,2500,410-94-7244,'28-09-2018'
98,20,Lucyna,Gajewska,Kierownik,6500,660-35-8997,'04-10-2019'
99,20,Malwina,Wojciechowska,Konsultant,3500,625-76-1100,'01-06-2020'
100,20,Klaudia,Michalak,Ksiegowy/Ksiegowa,4000,551-54-6370,'24-06-2020'
101,21,Monika,Jaworska,Konsultant,3500,340-55-9218,'12-01-2005'
102,21,Anatolia,Sobczak,Kierowca,2500,832-30-2123,'08-02-2005'
103,21,Diana,Soko³owska,Kierownik,6500,950-56-8527,'02-03-2005'
104,21,Lucyna,Wysocka,Konsultant,3500,919-07-5906,'29-03-2005'
105,21,Urszula,Sobczak,Ksiegowy/Ksiegowa,4000,151-38-1694,'05-04-2005'
106,22,Marzanna,Wysocka,Konsultant,3500,235-39-2244,'07-04-2005'
107,22,Aneta,KaŸmierczak,Kierowca,2500,941-84-8438,'05-03-2007'
108,22,Andrea,Pietrzak,Kierownik,6500,106-34-5405,'05-12-2007'
109,22,Elwira,Sawicka,Konsultant,3500,972-51-1736,'28-04-2008'
110,22,Klementyna,Marciniak,Ksiegowy/Ksiegowa,4000,255-34-0293,'22-10-2009'
111,23,Andrea,Górska,Konsultant,3500,051-69-5235,'12-07-2010'
112,23,Lila,Czarnecka,Kierowca,2500,255-50-6679,'22-09-2010'
113,23,Alana,Zakrzewska,Kierownik,6500,929-56-4683,'05-09-2011'
114,23,Kaja,Andrzejewska,Konsultant,3500,935-10-4628,'31-01-2012'
115,23,Franciszka,Wiœniewska,Ksiegowy/Ksiegowa,4000,007-56-8226,'22-02-2012'
116,24,Paulina,D¹browska,Konsultant,3500,664-51-0079,'19-11-2012'
117,24,Regina,Chmielewska,Kierowca,2500,797-30-7870,'07-03-2013'
118,24,Monika,Zieliñska,Kierownik,6500,917-76-3596,'11-04-2013'
119,24,Dominika,Jankowska,Konsultant,3500,038-59-0697,'24-01-2014'
120,24,Filip,Zawadzki,Ksiegowy/Ksiegowa,4000,355-09-6874,'22-05-2018'
121,25,Diego,Marciniak,Konsultant,3500,449-12-6585,'06-03-2019'
122,25,Krzysztof,Górecki,Kierowca,2500,065-82-5884,'03-06-2019'
123,25,Cyprian,Kucharski ,Kierownik,6500,471-08-0768,'15-07-2019'
124,25,Eryk,B³aszczyk,Konsultant,3500,526-54-8206,'03-01-2020'
125,25,Bogumi³,Czerwiñski,Ksiegowy/Ksiegowa,4000,265-84-7336,'10-06-2020'
126,26,Gustaw,Stêpieñ,Konsultant,3500,906-11-4281,'10-07-2006'
127,26,Edward,WoŸniak,Kierowca,2500,063-62-7448,'27-03-2007'
128,26,Gustaw,Wiœniewski,Kierownik,6500,207-89-2525,'08-08-2007'
129,26,Joachim,Lis,Konsultant,3500,052-77-3192,'07-02-2008'
130,26,Aleksander,Kowalczyk,Ksiegowy/Ksiegowa,4000,120-49-2237,'08-04-2008'
131,27,Dariusz,Makowski,Konsultant,3500,401-18-0332,'21-11-2008'
132,27,Bruno,Kalinowski,Kierowca,2500,534-71-2122,'04-09-2009'
133,27,Kordian,Sawicki,Kierownik,6500,637-67-6800,'28-10-2009'
134,27,Bogumi³,Andrzejewski,Konsultant,3500,046-16-4197,'02-11-2009'
135,27,Ewa,Duda,Ksiegowy/Ksiegowa,4000,938-40-9622,'11-02-2010'
136,28,Otylia,Czarnecki ,Konsultant,3500,691-45-8049,'12-10-2010'
137,28,El¿bieta,Piotrowska,Kierowca,2500,095-61-1031,'26-11-2012'
138,28,Felicja,Jaworska,Kierownik,6500,801-74-2604,'23-05-2013'
139,28,Katarzyna,Kubiak,Konsultant,3500,918-06-4968,'27-08-2013'
140,28,Judyta,Zawadzka,Ksiegowy/Ksiegowa,4000,798-25-9462,'20-05-2016'
141,29,Lara,Wysocka,Konsultant,3500,516-68-1852,'19-10-2016'
142,29,Andrea,Makowska,Kierowca,2500,415-31-1818,'11-08-2017'
143,29,Bianka,Lewandowska,Kierownik,6500,955-78-1738,'26-09-2017'
144,29,Franciszka,Kucharska,Konsultant,3500,831-50-9694,'13-12-2017'
145,29,Hortensja,Przybylska,Ksiegowy/Ksiegowa,4000,290-83-2013,'06-12-2018'
146,30,Dominika,Wojciechowska,Konsultant,3500,735-31-3587,'22-02-2019'
147,30,Artur,Michalak,Kierowca,2500,867-01-7986,'05-09-2019'
148,30,Marcin,Lewandowski,Kierownik,6500,793-78-6097,'13-03-2020'
149,30,Bart³omiej,Baranowski,Konsultant,3500,856-38-8746,'11-06-2020'
150,30,Eryk,Szewczyk ,Ksiegowy/Ksiegowa,4000,850-56-2350,'24-12-2020'
151,31,Mateusz,Cieœlak,Konsultant,3500,978-35-6955,'28-07-2005'
152,31,Amir,Makowski,Kierowca,2500,942-67-0455,'27-09-2005'
153,31,Roman,Zieliñski,Kierownik,6500,037-09-3329,'23-12-2005'
154,31,Ariel,Kwiatkowski,Konsultant,3500,181-01-7712,'30-10-2006'
155,31,Igor,Szymczak,Ksiegowy/Ksiegowa,4000,727-08-5131,'02-04-2007'
156,32,Jaros³aw,Kowalczyk,Konsultant,3500,410-12-9552,'16-10-2007'
157,32,Anastazy,Sikora,Kierowca,2500,842-05-4725,'16-01-2008'
158,32,Alina,Laskowska,Kierownik,6500,632-43-0943,'21-10-2008'
159,32,Ilona,Jaworska,Konsultant,3500,182-10-4159,'03-03-2009'
160,32,Martyna,Zió³kowska,Ksiegowy/Ksiegowa,4000,978-28-3756,'25-01-2010'
161,33,Dominika,Laskowska,Konsultant,3500,527-76-1865,'04-04-2011'
162,33,Asia,Marciniak,Kierowca,2500,770-99-0305,'19-03-2012'
163,33,Oktawia,Szymczak,Kierownik,6500,550-37-9754,'28-06-2013'
164,33,¯aneta,Krupa,Konsultant,3500,895-57-2658,'18-07-2013'
165,33,Irena,Laskowska,Ksiegowy/Ksiegowa,4000,759-75-8789,'30-09-2013'
166,34,Eliza,Krawczyk,Konsultant,3500,148-28-6151,'31-01-2014'
167,34,Aneta,Borkowska,Kierowca,2500,895-44-2618,'23-04-2014'
168,34,Asia,Górecka,Kierownik,6500,351-32-6205,'27-11-2014'
169,34,Weronika,Gajewska,Konsultant,3500,376-19-5710,'26-05-2015'
170,34,Aneta,Sikorska,Ksiegowy/Ksiegowa,4000,798-34-3614,'18-06-2015'
171,35,Maciej,Kucharski,Konsultant,3500,679-70-2332,'09-10-2015'
172,35,Aleks,Jakubowski,Kierowca,2500,556-17-6758,'24-05-2017'
173,35,Korneliusz,Pawlak,Kierownik,6500,467-39-2663,'27-07-2017'
174,35,Olgierd,Przybylski,Konsultant,3500,098-07-9212,'28-02-2018'
175,35,Emil,Wysocki,Ksiegowy/Ksiegowa,4000,070-69-8364,'24-08-2018'
176,36,Olgierd,Zieliñski,Konsultant,3500,497-22-7483,'13-01-2005'
177,36,Kinga,D¹browska,Kierowca,2500,938-84-5866,'26-07-2006'
178,36,Jolanta,Przybylska,Kierownik,6500,178-24-8175,'28-03-2007'
179,36,And¿elika,Kaczmarczyk,Konsultant,3500,804-52-7376,'05-12-2007'
180,36,Zofia,KaŸmierczak,Ksiegowy/Ksiegowa,4000,660-44-4921,'09-01-2008'
181,37,Matylda,Makowska,Konsultant,3500,333-25-8075,'11-04-2008'
182,37,Emilia,Kubiak,Kierowca,2500,336-89-8526,'02-05-2008'
183,37,Magda,Szewczyk,Kierownik,6500,927-97-2365,'08-10-2008'
184,37,Nikola,Jaworska,Konsultant,3500,388-71-4521,'15-04-2009'
185,37,Honorata,Czerwiñska,Ksiegowy/Ksiegowa,4000,844-42-4387,'04-06-2009'
186,38,Stefania,Ko³odziej,Konsultant,3500,962-75-9996,'18-01-2010'
187,38,Iza,Ko³odziej,Kierowca,2500,493-27-5627,'18-11-2010'
188,38,Amalia,Walczak,Kierownik,6500,253-69-5124,'14-01-2011'
189,38,Adrianna,Czarnecka,Konsultant,3500,244-51-9519,'20-01-2012'
190,38,Asia,Walczak,Ksiegowy/Ksiegowa,4000,641-06-8530,'03-07-2012'
191,39,Ludwik,Andrzejewski,Konsultant,3500,238-50-8111,'01-04-2013'
192,39,Emil,Kaczmarczyk,Kierowca,2500,939-49-1342,'28-01-2014'
193,39,Alek,Maciejewski,Kierownik,6500,597-79-4657,'29-08-2014'
194,39,Alfred,B³aszczyk,Konsultant,3500,890-75-1662,'09-03-2016'
195,39,Anastazy,Ko³odziej,Ksiegowy/Ksiegowa,4000,121-16-0204,'27-10-2016'
196,40,Remigiusz,Cieœlak,Konsultant,3500,304-17-4549,'03-01-2018'
197,40,Albert,Jakubowski,Kierowca,2500,183-16-8224,'05-11-2018'
198,40,Klaudiusz,Jakubowski,Kierownik,6500,968-07-4194,'15-11-2019'
199,40,Norbert,Krupa,Konsultant,3500,585-99-3447,'21-02-2020'
200,40,Oskar,Szulc,Ksiegowy/Ksiegowa,4000,892-11-8930,'20-01-2021'
201,41,Adrian,Ostrowski ,Konsultant,3500,340-55-9218,'26-01-2006'
202,41,Ewa,Baran,Kierowca,2500,832-30-2123,'17-02-2006'
203,41,Malwina,Makowska,Kierownik,6500,950-56-8527,'21-02-2006'
204,41,Natasza,Szczepañska,Konsultant,3500,919-07-5906,'31-08-2006'
205,41,Ida,Kucharska,Ksiegowy/Ksiegowa,4000,151-38-1694,'05-07-2007'
206,42,Marta,Makowska,Konsultant,3500,235-39-2244,'13-09-2007'
207,42,Paula,Kamiñska,Kierowca,2500,941-84-8438,'21-03-2008'
208,42,Ola,Wojciechowska,Kierownik,6500,106-34-5405,'24-07-2008'
209,42,Weronika,Kwiatkowska,Konsultant,3500,972-51-1736,'01-10-2008'
210,42,Florentyna,Cieœlak,Ksiegowy/Ksiegowa,4000,255-34-0293,'06-01-2011'
211,43,Blanka,Laskowska,Konsultant,3500,051-69-5235,'03-08-2011'
212,43,Klementyna,Gajewska,Kierowca,2500,255-50-6679,'27-04-2012'
213,43,Juliusz,Górecki,Kierownik,6500,929-56-4683,'20-07-2012'
214,43,Alex,Kucharski,Konsultant,3500,935-10-4628,'15-10-2013'
215,43,Ignacy,Wysocki,Ksiegowy/Ksiegowa,4000,007-56-8226,'23-12-2013'
216,44,Karol,Piotrowski ,Konsultant,3500,664-51-0079,'27-12-2013'
217,44,Ignacy,Wójcik,Kierowca,2500,797-30-7870,'30-01-2015'
218,44,Przemys³aw,Malinowski,Kierownik,6500,917-76-3596,'14-01-2016'
219,44,Ireneusz,Kowalski,Konsultant,3500,038-59-0697,'09-09-2016'
220,44,Dawid,Wójcik,Ksiegowy/Ksiegowa,4000,355-09-6874,'16-02-2018'
221,45,Kuba,Pawlak,Konsultant,3500,449-12-6585,'15-01-2020'
222,45,Mariusz,Wróblewski,Kierowca,2500,065-82-5884,'07-02-2020'
223,45,Alexander,Szymczak,Kierownik,6500,471-08-0768,'12-03-2020'
224,45,Bruno,Jankowski,Konsultant,3500,526-54-8206,'12-05-2020'
225,45,Anastazy,Borkowski,Ksiegowy/Ksiegowa,4000,265-84-7336,'24-09-2020'
226,46,Marek,Wójcik,Konsultant,3500,906-11-4281,'09-08-2005'
227,46,Emanuel,Czerwiñski,Kierowca,2500,063-62-7448,'07-10-2005'
228,46,Amir,Maciejewski ,Kierownik,6500,207-89-2525,'10-04-2006'
229,46,Bartosz,WoŸniak ,Konsultant,3500,052-77-3192,'18-05-2006'
230,46,Leszek,Jankowski,Ksiegowy/Ksiegowa,4000,120-49-2237,'30-11-2006'
231,47,Alojzy,Ostrowski,Konsultant,3500,401-18-0332,'07-03-2007'
232,47,Patryk,Piotrowski ,Kierowca,2500,534-71-2122,'20-03-2007'
233,47,Aneta,Kwiatkowska,Kierownik,6500,637-67-6800,'19-06-2007'
234,47,Alina,Jasiñska,Konsultant,3500,046-16-4197,'26-09-2008'
235,47,Nikola,Jankowska,Ksiegowy/Ksiegowa,4000,938-40-9622,'30-09-2008'
236,48,Oksana,Sikorska,Konsultant,3500,691-45-8049,'04-11-2008'
237,48,Ewa,Baran,Kierowca,2500,095-61-1031,'27-07-2009'
238,48,Malwina,Makowska,Kierownik,6500,801-74-2604,'29-07-2009'
239,48,Natasza,Szczepañska,Konsultant,3500,918-06-4968,'05-05-2010'
240,48,Ida,Kucharska,Ksiegowy/Ksiegowa,4000,798-25-9462,'19-04-2011'
241,49,Norbert,Czarnecki,Konsultant,3500,516-68-1852,'11-08-2011'
242,49,Dawid,Baran ,Kierowca,2500,415-31-1818,'17-10-2013'
243,49,Amelia,Marciniak,Kierownik,6500,955-78-1738,'18-12-2014'
244,49,Sylwia,Czarnecka,Konsultant,3500,831-50-9694,'14-07-2015'
245,49,Julianna,Jaworska,Ksiegowy/Ksiegowa,4000,290-83-2013,'08-08-2018'
246,50,Martyna,KaŸmierczak,Konsultant,3500,735-31-3587,'05-02-2019'
247,50,Paula,Baran,Kierowca,2500,867-01-7986,'07-08-2020'
248,50,Bernadetta,Krajewska,Kierownik,6500,793-78-6097,'23-09-2020'
249,50,Julia,Kowalczyk,Konsultant,3500,856-38-8746,'19-02-2021'
250,50,Julianna ,Wasilewska ,Ksiegowy/Ksiegowa,4000,850-56-2350,'22-03-2021'
251,51,B³a¿ej,Andrzejewski,Konsultant,3500,978-35-6955,'01-03-2005'
252,51,Dawid,Sikora,Kierowca,2500,942-67-0455,'25-08-2005'
253,51,Aleks,Wróblewski ,Kierownik,6500,037-09-3329,'09-09-2005'
254,51,Gabriel,Andrzejewski,Konsultant,3500,181-01-7712,'26-03-2007'
255,51,Ludwik,Mróz,Ksiegowy/Ksiegowa,4000,727-08-5131,'13-11-2007'
256,52,Miron,Makowski,Konsultant,3500,410-12-9552,'01-07-2008'
257,52,Maurycy,Czerwiñski,Kierowca,2500,842-05-4725,'16-07-2008'
258,52,Igor,Szulc,Kierownik,6500,632-43-0943,'19-09-2008'
259,52,Aleksander,Szewczyk,Konsultant,3500,182-10-4159,'05-02-2009'
260,52,Ryszard,Kowalczyk,Ksiegowy/Ksiegowa,4000,978-28-3756,'20-03-2009'
261,53,Mi³osz,Borkowski,Konsultant,3500,527-76-1865,'16-06-2009'
262,53,Emanuel,Marciniak,Kierowca,2500,770-99-0305,'04-01-2011'
263,53,Gracjan,Krupa,Kierownik,6500,550-37-9754,'15-11-2011'
264,53,Damian,Sawicki,Konsultant,3500,895-57-2658,'09-02-2012'
265,53,Igor,Krupa,Ksiegowy/Ksiegowa,3700,759-75-8789,'06-03-2012'
266,54,Grzegorz,D¹browski,Konsultant,3500,148-28-6151,'28-03-2012'
267,54,Kryspin,Przybylski,Kierowca,2500,895-44-2618,'03-05-2013'
268,54,Lidia,Walczak,Kierownik,6500,351-32-6205,'27-06-2014'
269,54,Paula,Sobczak,Konsultant,3500,376-19-5710,'30-12-2014'
270,54,Dominika,Chmielewska,Ksiegowy/Ksiegowa,4000,798-34-3614,'19-01-2015'
271,55,Jolanta,Sobczak,Konsultant,3500,679-70-2332,'08-07-2016'
272,55,Roksana,Przybylska,Kierowca,2500,556-17-6758,'09-07-2019'
273,55,Angelika,Nowak,Kierownik,6500,467-39-2663,'24-04-2020'
274,55,Lidia,Walczak,Konsultant,3500,098-07-9212,'29-06-2020'
275,55,Paula,Sobczak,Ksiegowy/Ksiegowa,4000,070-69-8364,'05-02-2021'
276,56,Dominik,Kamiñski,Konsultant,3500,497-22-7483,'24-03-2006'
277,56,Oktawian,Brzeziñski,Kierowca,2500,938-84-5866,'06-06-2006'
278,56,Jan,Nowak,Kierownik,6500,178-24-8175,'12-06-2006'
279,56,Micha³,Stêpieñ,Konsultant,3500,804-52-7376,'27-06-2006'
280,56,Przemys³aw ,Mróz,Ksiegowy/Ksiegowa,4000,660-44-4921,'29-12-2006'
281,57,Fabian,Kamiñski,Konsultant,3500,333-25-8075,'24-04-2008'
282,57,Leszek,Jakubowski,Kierowca,2500,336-89-8526,'20-05-2008'
283,57,Bogumi³,Maciejewski,Kierownik,10000,927-97-2365,'05-03-2009'
284,57,Jêdrzej,Kalinowski,Konsultant,3500,388-71-4521,'18-01-2011'
285,57,Miron,Baran,Ksiegowy/Ksiegowa,4000,844-42-4387,'01-02-2012'
286,58,Marek,D¹browski,Konsultant,3500,962-75-9996,'06-03-2012'
287,58,Cyprian,D¹browski,Kierowca,2500,493-27-5627,'07-12-2012'
288,58,Emanuel,Michalak,Kierownik,6500,253-69-5124,'19-03-2013'
289,58,Klaudiusz,Wójcik,Konsultant,3500,244-51-9519,'11-04-2013'
290,58,Alan,KaŸmierczak,Ksiegowy/Ksiegowa,4000,641-06-8530,'02-10-2013'
291,59,Czes³aw,Lewandowski,Konsultant,3500,238-50-8111,'27-03-2015'
292,59,Alfred,Duda,Kierowca,2500,939-49-1342,'22-12-2015'
293,59,Antoni,Szymczak ,Kierownik,6500,597-79-4657,'04-05-2016'
294,59,Hubert,Kamiñski ,Konsultant,3500,890-75-1662,'12-08-2016'
295,59,Asia,Szymczak,Ksiegowy/Ksiegowa,3500,121-16-0204,'24-01-2017'
296,60,Lidia,Mróz,Konsultant,3500,304-17-4549,'24-04-2017'
297,60,Kinga,Kowalska,Kierowca,2500,183-16-8224,'14-11-2017'
298,60,Urszula,B³aszczyk,Kierownik,5500,968-07-4194,'03-07-2018'
299,60,Paula,Witkowska,Konsultant,3500,585-99-3447,'17-07-2018'
300,60,Asia,Rutkowska,Ksiegowy/Ksiegowa,4000,892-11-8930,'24-10-2019'
301,61,Martyna,Jasiñska,Konsultant,3500,340-55-9218,'14-04-2005'
302,61,Aneta,Kwiatkowska,Kierowca,2500,832-30-2123,'23-12-2005'
303,61,Alina,Jasiñska,Kierownik,6500,950-56-8527,'03-09-2007'
304,61,Nikola,Jankowska,Konsultant,3500,919-07-5906,'03-01-2008'
305,61,Oksana,Sikorska,Ksiegowy/Ksiegowa,4000,151-38-1694,'11-06-2008'
306,62,Przemys³aw,Piotrowski,Konsultant,3500,235-39-2244,'22-12-2008'
307,62,Dobromi³,Wójcik,Kierowca,3000,941-84-8438,'10-09-2009'
308,62,Ludwik,Kowalski,Kierownik,6000,106-34-5405,'19-01-2010'
309,62,Marek,Nowak,Konsultant,3500,972-51-1736,'21-01-2010'
310,62,Remigiusz,Wojciechowski,Ksiegowy/Ksiegowa,4000,255-34-0293,'04-02-2010'
311,63,Miron,KaŸmierczak,Konsultant,3500,051-69-5235,'03-11-2010'
312,63,Jerzy,Szymañski,Kierowca,2500,255-50-6679,'04-04-2011'
313,63,Emanuel,Pietrzak,Kierownik,6500,929-56-4683,'25-01-2012'
314,63,Krzysztof,WoŸniak ,Konsultant,3500,935-10-4628,'06-03-2012'
315,63,Mariusz,Malinowski,Ksiegowy/Ksiegowa,4000,007-56-8226,'19-07-2012'
316,64,Alexander,Kaczmarczyk,Konsultant,3500,664-51-0079,'12-09-2012'
317,64,Edward,Czarnecki,Kierowca,2500,797-30-7870,'21-08-2013'
318,64,Kordian,B³aszczyk,Kierownik,6500,917-76-3596,'05-11-2013'
319,64,Juliusz,Czerwiñski ,Konsultant,3500,038-59-0697,'24-07-2015'
320,64,Klaudiusz,Kowalski,Ksiegowy/Ksiegowa,4000,355-09-6874,'30-07-2015'
321,65,Natan,Mróz,Konsultant,3500,449-12-6585,'05-04-2016'
322,65,Remigiusz,Chmielewski,Kierowca,2500,065-82-5884,'30-06-2016'
323,65,Anatol,Nowak,Kierownik,6500,471-08-0768,'08-08-2018'
324,65,Eustachy,Zalewski,Konsultant,4000,526-54-8206,'12-04-2019'
325,65,Przemys³aw,Pietrzak,Ksiegowy/Ksiegowa,4000,265-84-7336,'21-09-2020'
326,66,Allan,D¹browski,Konsultant,3500,906-11-4281,'10-01-2005'
327,66,Natalia,KaŸmierczak,Kierowca,2500,063-62-7448,'19-07-2006'
